transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,original_transaction_id,currency,notes_suspicious
T02906,U009,2022-03-01,Expense,Rent,40.0,UPI,Hyderabad,Salary,T02906,INR,False
T08372,U047,2022-03-25,Expense,Rent,265.0,Cash,Ahmedabad,Doctor visit,T08372,INR,False
T08131,U099,2019-01-03,Income,Salary,62019.0,Card,Jaipur,bl1fpc9K3,T08131,INR,False
T02318,U185,2020-08-24,Expense,Travel,492.0,Bank Transfer,Hyderabad,SoKxa4xfhdKO,T02318,INR,False
T07899,U189,2020-12-07,Expense,Education,162.0,Card,Hyderabad,Salary via app,T07899,INR,False
T13024,U170,2021-08-28,Expense,Rent,421.0,Bank Transfer,Hyderabad,Uber to office,T13024,INR,False
T12686,U019,2019-10-29,Expense,Savings,69.0,Card,Jaipur,Dinner at resto ,T12686,INR,False
T04478,U047,2020-04-20,Expense,Utilities,901.0,Card,Ahmedabad,Salary late,T04478,INR,False
T13941,U115,2020-11-12,Expense,Rent,566.0,Cash,bengaluru,,T13941,INR,False
T06071,U044,2022-10-09,Expense,Food,586.0,Cash,pune,Grocery shopping via app,T06071,INR,False
T06819,U056,2021-08-02,Expense,Travel,100.0,Cash,Jaipur,DiTBjvIBKj6H,T06819,INR,False
T13263,U063,,Expense,Travel,201.0,Card,Pune,Paid electricity bill via app,T13263,INR,False
T10024,U092,2021-01-15,Expense,Utilities,569.0,UPI,Hyderabad,Paid electricity bill,T10024,INR,False
T06773,U064,2022-12-04,Income,Salary,60303.0,UPI,lucknow,Netflix subscription late,T06773,INR,False
T00638,U185,2022-04-03,Expense,Food,267.0,UPI,Pune,Grocery shopping,T00638,INR,False
T14317,U104,2022-12-25,Expense,Food,467.0,Cash,Bengaluru,Dinner at resto,T14317,INR,False
T01527,U138,2022-03-11,Expense,Education,957.0,Card,Ahmedabad,Uber to office via app,T01527,INR,False
T14914,U013,2021-04-21,Expense,Food,164.0,Card,Chennai,Monthly rent,T14914,INR,False
T10984,U191,2022-12-25,Expense,Utilities,249.0,Card,Chennai,Netflix subscription,T10984,INR,False
T11735,U129,2022-03-18,Expense,Travel,199.0,Card,Jaipur,Monthly rent,T11735,INR,False
T10404,U127,2021-09-26,Expense,Rent,279.0,Bank Transfer,Delhi,Monthly rent,T10404,INR,False
T13353,U052,2021-01-21,Expense,Travel,59.0,Cash,Delhi,,T13353,INR,False
T11020,U091,2020-06-28,Expense,Entertainment,78.0,Cash,Bengaluru,Monthly rent via app,T11020,INR,False
T14176,U010,2022-12-16,Income,Salary,47510.0,UPI,ahmedabad,Monthly rent,T14176,INR,False
T03763,U040,2019-04-26,Expense,Utilities,340.0,Cash,Pune,Dinner at resto,T03763,INR,False
T14694,U161,2020-02-16,Expense,Health,588.0,Card,Pune,Monthly rent cash,T14694,INR,False
T14109,U019,2019-04-27,Expense,Entertainment,119.0,Cash,Mumbai,Salary,T14109,INR,False
T01223,U148,2021-04-20,Expense,Others,64.0,Card,Delhi,Grocery shopping,T01223,INR,False
T13946,U090,2020-06-21,Expense,Food,717.0,Bank Transfer,Mumbai,Monthly rent,T13946,INR,False
T01479,U039,2021-07-12,Expense,Others,133.0,UPI,Pune,Uber to office,T01479,INR,False
T04410,U006,2019-04-14,Expense,Food,399.0,Card,bengaluru,Dinner at resto,T04410,INR,False
T14037,U074,2022-12-04,Income,Bonus,52599.0,Cash,ahmedabad,Doctor visit ,T14037,INR,False
T11379,U078,2020-08-03,Income,Salary,41546.0,Card,Hyderabad,Doctor visit,T11379,INR,False
T08112,U096,2019-09-20,Expense,Food,1030.0,Bank Transfer,Delhi,Salary,T08112,INR,False
T07432,U160,2019-02-03,Expense,Rent,451.0,Cash,Mumbai,Gift,T07432,INR,False
T13409,U061,2020-04-21,Expense,Food,639.0,UPI,Delhi,Paid electricity bill,T13409,INR,False
T10073,U068,2022-08-09,Income,Salary,94560.0,Card,Chennai,,T10073,INR,False
T14067,U093,2022-03-05,Income,Other Income,76057.0,Card,Bengaluru,Paid electricity bill,T14067,INR,False
T00020,U182,2021-11-02,Expense,Food,250.0,Card,,,T00020,INR,False
T01116,U006,2019-06-22,Expense,Savings,369.0,Card,Mumbai,Monthly rent,T01116,INR,False
T12731,U123,2019-01-14,Expense,Food,1240.0,UPI,Lucknow,VZ69c1k8KzBPM1,T12731,INR,False
T10709,U139,2022-06-09,Income,Other Income,50394.0,Bank Transfer,Pune,Grocery shopping,T10709,INR,False
T09159,U163,2020-10-21,Expense,Others,1737.0,Card,Bengaluru,,T09159,INR,False
T05193,U143,2020-05-03,Expense,Utilities,496.0,Card,Hyderabad,Grocery shopping ,T05193,INR,False
T14455,U007,2019-06-10,Expense,Health,99.0,Bank Transfer,Chennai,6Wk3ZHZs05k,T14455,INR,False
T02963,U151,2021-06-21,Expense,Rent,1056.0,Card,Chennai,,T02963,INR,False
T04601,U016,2021-02-03,Expense,,271.0,Cash,chennai,Course fee,T04601,INR,False
T11306,U163,2020-09-13,Expense,Entertainment,193.0,Card,Mumbai,Monthly rent late,T11306,INR,False
T10828,U005,2022-04-11,Expense,Rent,832.0,UPI,Ahmedabad,Grocery shopping,T10828,INR,False
T01976,U149,2020-03-31,Income,Bonus,39155.0,Cash,Pune,Salary,T01976,INR,False
T00405,U183,2019-05-15,Income,Other Income,39404.0,Cash,Hyderabad,Course fee via app,T00405,INR,False
T04135,U148,2021-06-13,Expense,Utilities,564.0,UPI,Jaipur,Doctor visit,T04135,INR,False
T06249,U113,2019-06-04,Expense,Rent,229.0,Bank Transfer,Ahmedabad,Dinner at resto,T06249,INR,False
T02200,U123,2020-08-04,Expense,Others,62.0,Bank Transfer,Bengaluru,Salary,T02200,INR,False
T11003,U094,2019-04-25,Expense,Food,1799.0,Bank Transfer,Kolkata,Uber to office late,T11003,INR,False
T02672,U087,2020-07-18,Expense,Entertainment,143.0,UPI,Mumbai,Doctor visit ,T02672,INR,False
T10341,U189,2021-01-13,Income,Salary,47507.0,Bank Transfer,Jaipur,Course fee,T10341,INR,False
T01802,U038,,Expense,Food,309.0,UPI,Kolkata,Monthly rent ,T01802,INR,False
T12999,U074,2019-08-10,Expense,Others,711.0,Cash,Ahmedabad,Netflix subscription,T12999,INR,False
T14664,U030,2022-08-20,Expense,Rent,960.0,Cash,Mumbai,Monthly rent,T14664,INR,False
T01004,U125,2021-02-05,Expense,Utilities,2593.0,Cash,Lucknow,,T01004,INR,False
T00844,U047,2022-03-14,Expense,Utilities,1226.0,UPI,Chennai,,T00844,INR,False
T01129,U130,2020-09-24,Expense,Food,1044.0,Card,Jaipur,Gift cash,T01129,INR,False
T12962,U005,2021-08-10,Expense,Entertainment,345.0,Cash,Ahmedabad,Paid electricity bill,T12962,INR,False
T00066,U100,2019-05-26,Expense,Food,222.0,Card,Ahmedabad,Grocery shopping,T00066,INR,False
T02096,U150,2020-09-16,Income,Other Income,46142.0,Cash,Ahmedabad,Paid electricity bill ,T02096,INR,False
T10950,U138,2019-05-03,Expense,Rent,637.0,Bank Transfer,Bengaluru,Monthly rent ,T10950,INR,False
T06672,U189,2019-01-14,Income,Salary,67468.0,Bank Transfer,Lucknow,Salary,T06672,INR,False
T06858,U068,2020-07-21,Expense,Travel,28.0,UPI,Lucknow,Salary ,T06858,INR,False
T07246,U110,2019-07-22,Expense,Food,112.0,Cash,delhi,Course fee,T07246,INR,False
T05623,U153,2022-01-22,Expense,Utilities,160.0,Card,Delhi,Netflix subscription,T05623,INR,False
T11363,U140,2020-08-10,Expense,Rent,145.0,Card,ahmedabad,,T11363,INR,False
T03223,U015,2019-02-09,Expense,Rent,158.0,Bank Transfer,Delhi,Gift,T03223,INR,False
T11974,U054,2019-01-31,Expense,Utilities,1123.0,UPI,Mumbai,Gift,T11974,INR,False
T06549,U083,2022-01-29,Expense,Utilities,1312.0,UPI,Ahmedabad,Doctor visit via app,T06549,INR,False
T11860,U036,2021-02-08,Expense,Rent,711.0,UPI,Kolkata,Gift,T11860,INR,False
T11836,U084,2021-09-30,Expense,Food,840.0,Card,Bengaluru,,T11836,INR,False
T10359,U091,2021-11-07,Expense,Rent,90.0,UPI,Delhi,Doctor visit cash,T10359,INR,False
T11634-1,U078,2021-11-05,Expense,Rent,175.0,Card,Kolkata,Grocery shopping,T11634,INR,False
T12148,U175,2021-10-28,Expense,Rent,78.0,Cash,Ahmedabad,Dinner at resto,T12148,INR,False
T06531,U114,2021-10-17,Expense,Utilities,639.0,UPI,Chennai,Salary,T06531,INR,False
T02715,U063,2022-07-28,Expense,Rent,211.0,Bank Transfer,Bengaluru,,T02715,INR,False
T10365-1,U174,2019-06-16,Expense,Education,808.0,UPI,Lucknow,Salary,T10365,INR,False
T10366,U170,2020-11-08,Expense,Rent,870.0,Bank Transfer,Pune,Course fee,T10366,INR,False
T11659,U184,2019-11-19,Income,Other Income,48690.0,,Bengaluru,Grocery shopping,T11659,INR,False
T07116,U139,2021-04-18,Expense,Rent,2306.0,UPI,Mumbai,Monthly rent,T07116,INR,False
T08949,U133,2020-04-19,Expense,Travel,804.0,UPI,Pune,Grocery shopping ,T08949,INR,False
T06557,U071,2020-06-13,Expense,Health,97.0,UPI,Delhi,,T06557,INR,False
T13959,U030,2022-04-27,Expense,Rent,523.0,UPI,Jaipur,Doctor visit,T13959,INR,False
T09360,U175,2022-09-01,Income,Salary,34055.0,Card,Kolkata,Netflix subscription,T09360,INR,False
T02609,U171,2021-06-11,Expense,Utilities,57.0,Cash,Hyderabad,,T02609,USD,False
T05326,U026,2019-01-01,Expense,Others,132.0,Bank Transfer,Pune,,T05326,INR,False
T11506,U167,2021-09-24,Expense,Others,116.0,UPI,Jaipur,Uber to office,T11506,INR,False
T09014,U082,2020-01-21,Expense,Savings,509.0,UPI,Chennai,Monthly rent cash,T09014,USD,False
T10943,U191,2022-06-12,Expense,Food,848.0,Bank Transfer,Jaipur,Uber to office late,T10943,INR,False
T12938,U164,2021-07-23,Expense,Travel,581.0,,Mumbai,Course fee,T12938,INR,False
T09517,U111,2019-09-26,Expense,Food,697.0,Bank Transfer,Chennai,Doctor visit,T09517,INR,False
T07368,U097,2019-10-11,Income,Bonus,55210.0,Card,,Netflix subscription,T07368,INR,False
T12503,U101,2021-04-30,Expense,Food,2359.0,Cash,Chennai,,T12503,INR,False
T11382,U093,2020-09-22,Expense,Food,314.0,Card,Mumbai,Gift,T11382,INR,False
T13076,U010,2019-08-29,Expense,Food,,Cash,Pune,Dinner at resto via app,T13076,,False
T09033,U058,2021-12-11,Expense,Entertainment,122.0,Bank Transfer,Delhi,8whphA7dgigdkmb,T09033,INR,True
T05047,U056,2019-06-25,Expense,Entertainment,1829.0,UPI,Delhi,Doctor visit via app,T05047,INR,False
T11338,U064,2022-08-20,Expense,Food,993.0,Cash,Delhi,Monthly rent,T11338,INR,False
T02036,U091,2020-12-29,Expense,Food,1646.0,Bank Transfer,Delhi,Grocery shopping ,T02036,INR,False
T14307,U177,2019-06-24,Expense,Food,182.0,Cash,Mumbai,Salary,T14307,INR,False
T05248,U094,2019-06-27,Expense,Travel,46.0,Cash,Ahmedabad,Paid electricity bill,T05248,INR,False
T04571,U135,2020-01-29,Expense,Rent,398.0,Bank Transfer,Hyderabad,Salary,T04571,USD,False
T13643,U037,2021-01-13,Income,Salary,45361.0,Cash,Chennai,Dinner at resto,T13643,INR,False
T07404,U141,2022-11-10,Expense,Rent,35.0,Card,Ahmedabad,Course fee via app,T07404,INR,False
T11151,U010,2020-02-09,Expense,Others,1642.0,Cash,Chennai,Salary,T11151,INR,False
T02302,U153,2020-08-02,Income,Bonus,40989.0,Card,Lucknow,Doctor visit cash,T02302,INR,False
T10901,U004,2021-03-01,Expense,Rent,1707.0,Card,Mumbai,Doctor visit,T10901,INR,False
T03465,U148,2021-12-08,Expense,Others,933.0,Bank Transfer,pune,Dinner at resto late,T03465,INR,False
T05050,U137,2020-10-06,Expense,Savings,111.0,Card,Bengaluru,Salary,T05050,INR,False
T08103,U160,2022-05-06,Expense,Entertainment,1261.0,Cash,Jaipur,Course fee,T08103,INR,False
T09636,U099,2021-10-09,Expense,Food,625.0,UPI,Mumbai,Netflix subscription,T09636,INR,False
T08577,U048,2020-08-19,Expense,Food,151.0,Bank Transfer,Pune,Dinner at resto,T08577,INR,False
T01370,U041,2022-02-19,Expense,Utilities,536.0,Cash,Chennai,Doctor visit via app,T01370,INR,False
T11023,U079,2020-04-25,Expense,Entertainment,51.0,Card,Mumbai,Paid electricity bill,T11023,INR,False
T08474,U185,2020-08-30,Expense,Food,584.0,Cash,hyderabad,Grocery shopping,T08474,USD,False
T01938,U045,2019-04-16,Expense,Travel,72.0,Card,Jaipur,Paid electricity bill,T01938,INR,False
T00299,U185,2022-09-28,Expense,Entertainment,276.0,Bank Transfer,Ahmedabad,Doctor visit,T00299,INR,False
T02092,U146,2020-10-17,Expense,Food,157.0,Card,Pune,Course fee late,T02092,INR,False
T06378,U088,2021-09-11,Expense,Food,1297.0,UPI,Jaipur,Monthly rent,T06378,INR,False
T07620,U056,2021-05-08,Expense,Travel,220.0,Cash,Delhi,Netflix subscription,T07620,INR,False
T02236,U148,2021-01-04,Expense,Entertainment,986.0,Cash,Kolkata,Salary cash,T02236,INR,False
T02408,U044,2021-10-11,Expense,Health,121.0,Cash,JAIPUR,Paid electricity bill,T02408,INR,False
T12308,U028,2022-10-19,Expense,Food,79.0,Bank Transfer,chennai,Netflix subscription,T12308,INR,False
T01926,U123,2019-02-16,Expense,Travel,399.0,Bank Transfer,Ahmedabad,Dinner at resto cash,T01926,USD,False
T03832,U104,2020-05-10,Income,Salary,88713.0,UPI,lucknow,,T03832,INR,False
T13359,U113,2019-04-02,Income,Bonus,58056.0,Card,Lucknow,Netflix subscription,T13359,INR,False
T09544,U113,2020-12-01,Expense,Rent,265.0,Bank Transfer,Pune,Uber to office,T09544,INR,False
T00092,U077,2022-04-07,Expense,Food,472.0,Card,Pune,Course fee,T00092,INR,False
T01312,U148,2020-03-20,Expense,Rent,201.0,Card,Delhi,Grocery shopping,T01312,INR,False
T13187,U151,2020-01-14,Expense,Health,43.0,Bank Transfer,Lucknow,Paid electricity bill,T13187,INR,False
T04161,U165,2021-09-19,Income,Salary,63393.0,Cash,delhi,Uber to office,T04161,INR,False
T06788,U086,2020-01-14,Expense,Rent,2180.0,Card,Bengaluru,Grocery shopping late,T06788,INR,False
T13372,U162,2020-02-12,Expense,Food,666.0,Cash,Lucknow,Monthly rent ,T13372,INR,False
T13743,U173,2022-11-24,Expense,Rent,452.0,Card,Hyderabad,Monthly rent,T13743,INR,False
T09941,U110,2020-04-21,Expense,Entertainment,968.0,Card,Delhi,Netflix subscription,T09941,USD,False
T06567,U187,2021-07-24,Expense,Food,769.0,UPI,Bengaluru,Netflix subscription,T06567,INR,False
T01830,U062,2020-04-20,Expense,Travel,42.0,Card,Lucknow,Gift,T01830,INR,False
T04871,U120,2019-06-22,Expense,Food,54.0,UPI,Lucknow,Monthly rent,T04871,INR,False
T12289,U018,2020-04-09,Expense,Rent,682.0,Card,Lucknow,Course fee,T12289,INR,False
T03546,U098,2019-07-28,Expense,Entertainment,4606.0,Cash,Bengaluru,Netflix subscription,T03546,INR,False
T08829,U115,2022-11-17,Income,Other Income,44131.0,Bank Transfer,Lucknow,Netflix subscription,T08829,INR,False
T11544-1,U126,2020-06-13,Expense,Travel,,UPI,Delhi,Doctor visit,T11544,,False
T03652,U047,2022-12-28,Expense,Rent,110.0,Bank Transfer,Bengaluru,Gift,T03652,INR,False
T09346,U026,2019-04-15,Expense,Utilities,59.0,Cash,Kolkata,YTCZd49a,T09346,INR,False
T14663,U127,2020-10-21,Expense,Utilities,694.0,Cash,Chennai,Monthly rent,T14663,INR,False
T00858,U016,2019-10-30,Expense,Rent,131.0,Bank Transfer,Ahmedabad,Salary,T00858,INR,False
T12360,U153,2020-05-15,Expense,Health,254.0,Cash,Ahmedabad,eW5qQYyrvHmU2LM8jy,T12360,INR,True
T14474,U005,2020-03-25,Expense,Savings,149.0,Card,Bengaluru,Grocery shopping,T14474,INR,False
T13218,U169,2019-10-21,Expense,Travel,474.0,Card,Chennai,Paid electricity bill,T13218,INR,False
T06755,U004,2021-07-21,Expense,Food,1172.0,Cash,Hyderabad,Doctor visit cash,T06755,INR,False
T07233,U070,2021-12-22,Expense,Education,726.0,Card,Delhi,Doctor visit,T07233,INR,False
T09982,U157,2020-10-25,Expense,Health,253.0,Card,Jaipur,Course fee,T09982,INR,False
T02669,U125,2020-08-25,Expense,Food,67.0,Cash,Lucknow,ZEJWCU3zkq59bGwYGMG,T02669,INR,True
T05189,U056,2021-02-11,Expense,Education,303.0,Card,delhi,Doctor visit ,T05189,INR,False
T06533,U042,2021-06-16,Income,Bonus,58827.0,Cash,Jaipur,Monthly rent,T06533,INR,False
T01200,U110,2022-11-13,Expense,Rent,944.0,Cash,Delhi,Paid electricity bill,T01200,INR,False
T14091,U160,2021-04-17,Expense,Food,1968.0,Cash,Kolkata,Monthly rent,T14091,INR,False
T12325,U153,2020-01-03,Expense,Food,221.0,UPI,Chennai,Course fee,T12325,INR,False
T10987,U003,2019-09-16,Expense,Travel,119.0,Cash,Bengaluru,Paid electricity bill,T10987,INR,False
T12416,U049,2019-06-23,Expense,Food,94.0,UPI,Hyderabad,Gift,T12416,INR,False
T10959,U177,2021-03-28,Expense,Food,34.0,Bank Transfer,Delhi,Dinner at resto late,T10959,INR,False
T08555,U052,2021-01-22,Expense,Food,345.0,Cash,Delhi,Netflix subscription,T08555,INR,False
T02559,U089,2019-01-08,Expense,Rent,232.0,Cash,Mumbai,Uber to office,T02559,INR,False
T04867,U068,2019-10-11,Expense,Rent,90.0,Card,Jaipur,Grocery shopping,T04867,INR,False
T05920-1,U042,2019-01-17,Expense,Food,136.0,Bank Transfer,delhi,Doctor visit,T05920,INR,False
T06707,U082,2022-04-10,Expense,Entertainment,64.0,Card,Pune,Uber to office,T06707,USD,False
T07462,U026,2020-10-31,Income,Bonus,61839.0,Bank Transfer,Hyderabad,Paid electricity bill via app,T07462,INR,False
T08552-1,U163,2021-07-20,Expense,Rent,-606.0,UPI,Delhi,Course fee,T08552,INR,False
T13575,U085,2022-05-27,Expense,Food,233.0,Cash,Pune,Gift,T13575,INR,False
T07697,U034,2022-03-18,Income,Other Income,44973.0,UPI,Lucknow,Dinner at resto,T07697,INR,False
T08798,U086,2019-03-06,Expense,Rent,122.0,,Lucknow,Uber to office,T08798,INR,False
T01776,U057,2022-11-25,Expense,Rent,1693.0,UPI,Jaipur,Course fee cash,T01776,INR,False
T11409,U175,2022-05-27,Expense,Food,1542.0,UPI,Jaipur,Doctor visit,T11409,USD,False
T13647,U023,2021-12-18,Expense,Entertainment,2492.0,Card,Hyderabad,otiV1X9eVehtowy,T13647,INR,True
T05654,U186,2022-04-10,Income,Salary,94560.0,UPI,Hyderabad,Uber to office ,T05654,INR,False
T12625,U179,2019-11-16,Expense,Travel,153.0,Bank Transfer,Hyderabad,Uber to office,T12625,INR,False
T02857,U096,2019-09-09,Expense,Savings,451.0,Bank Transfer,jaipur,Uber to office,T02857,INR,False
T02110,U166,2020-03-21,Income,Bonus,38731.0,Card,Ahmedabad,Course fee,T02110,INR,False
T01321,U046,2022-02-01,Expense,Savings,241.0,UPI,,Paid electricity bill,T01321,INR,False
T14430,U173,2021-08-04,Expense,Food,556.0,Bank Transfer,Delhi,Paid electricity bill,T14430,USD,False
T00635,U004,2021-11-15,Expense,Food,576.0,UPI,Ahmedabad,Course fee,T00635,INR,False
T04069,U021,2020-08-03,Expense,Entertainment,238.0,Card,Mumbai,Doctor visit via app,T04069,INR,False
T02884,U161,2022-04-10,Expense,Food,109.0,UPI,Pune,Salary,T02884,INR,False
T07955,U032,2019-12-22,Income,Other Income,62666.0,UPI,Ahmedabad,,T07955,INR,False
T00414,U020,2021-03-30,Expense,Others,2197.0,Card,Jaipur,Grocery shopping,T00414,INR,False
T07102,U053,2021-01-09,Income,Bonus,70786.0,UPI,Bengaluru,Course fee,T07102,INR,False
T08615,U175,2020-05-11,Expense,Rent,1592.0,Bank Transfer,Lucknow,Salary,T08615,INR,False
T05151,U160,2019-12-06,Expense,Food,765.0,Cash,Ahmedabad,Doctor visit,T05151,INR,False
T01043,U004,2022-01-06,Expense,Food,956.0,Card,Jaipur,Uber to office,T01043,INR,False
T10497,U086,2022-11-16,Expense,Rent,434.0,UPI,Hyderabad,Monthly rent,T10497,INR,False
T07261,U076,2021-03-16,Expense,Rent,801.0,UPI,Ahmedabad,Gift,T07261,INR,False
T06329,U096,2021-03-11,Expense,Food,680.0,Bank Transfer,Chennai,Doctor visit via app,T06329,INR,False
T12690,U138,2021-01-13,Expense,,380.0,UPI,Jaipur,Monthly rent via app,T12690,INR,False
T05964,U131,2019-12-08,Expense,Rent,56.0,Bank Transfer,Ahmedabad,Doctor visit,T05964,INR,False
T04597,U068,2021-06-27,Expense,Food,1454.0,Bank Transfer,Ahmedabad,fCYxRVUbkCQU,T04597,INR,False
T01610,U067,2019-06-30,Expense,Rent,1351.0,Cash,Ahmedabad,Monthly rent via app,T01610,INR,False
T01419,U081,2021-05-28,Expense,Rent,627.0,Card,pune,Monthly rent cash,T01419,INR,False
T14922,U058,2019-04-09,Expense,Rent,690.0,UPI,Lucknow,,T14922,INR,False
T13678,U057,2019-02-13,Income,Salary,78296.0,Cash,Ahmedabad,Gift cash,T13678,INR,False
T06692,U134,2020-11-27,Income,Salary,45564.0,Cash,pune,Netflix subscription,T06692,INR,False
T11290,U114,2021-02-08,Expense,Health,1720.0,UPI,Pune,KadEx9ARS3,T11290,INR,False
T14439,U141,2021-03-27,Expense,Food,197.0,UPI,Mumbai,Monthly rent,T14439,INR,False
T01443,U057,2020-09-20,Expense,Rent,113.0,Card,Jaipur,Grocery shopping via app,T01443,INR,False
T14071,U110,2020-08-06,Expense,Travel,3169.0,Cash,Mumbai,Gift,T14071,INR,False
T04002,U068,2022-06-30,Expense,Utilities,382.0,Card,Bengaluru,,T04002,INR,False
T13146,U073,2021-02-21,Expense,Food,262.0,Cash,Delhi,Netflix subscription late,T13146,INR,False
T00589,U111,2020-03-26,Expense,Utilities,1240.0,Cash,Ahmedabad,,T00589,INR,False
T08288,U189,2022-08-23,Expense,Food,192.0,UPI,Pune,jUhHOm4uNzK3J8R1i,T08288,INR,True
T12969,U178,2022-07-19,Income,Other Income,40626.0,Cash,Lucknow,Monthly rent,T12969,INR,False
T01544,U018,2022-12-26,Expense,Others,85.0,Bank Transfer,Kolkata,Dinner at resto,T01544,INR,False
T02330,U059,2021-07-24,Expense,Savings,33.0,Bank Transfer,Jaipur,Salary ,T02330,INR,False
T05686,U054,2021-12-26,Expense,Food,1642.0,Bank Transfer,delhi,Salary,T05686,INR,False
T02574,U071,2020-01-12,Expense,Rent,177.0,Card,Lucknow,Doctor visit,T02574,INR,False
T13329,U031,2019-11-06,Expense,Food,236.0,Card,Delhi,Paid electricity bill,T13329,INR,False
T12061,U102,2022-07-13,Expense,Travel,1214.0,UPI,Delhi,Monthly rent,T12061,INR,False
T03159,U170,2021-05-10,Expense,Entertainment,242.0,Card,Kolkata,Salary,T03159,INR,False
T03275,U069,2020-08-24,Expense,Utilities,568.0,Bank Transfer,jaipur,Salary,T03275,INR,False
T06046-1,U130,2021-06-08,Expense,Utilities,475.0,Bank Transfer,Kolkata,Salary ,T06046,INR,False
T12433,U112,2020-06-01,Expense,Rent,52.0,Card,Lucknow,,T12433,INR,False
T08160,U021,2019-06-20,Expense,Travel,237.0,UPI,Jaipur,Uber to office,T08160,INR,False
T00211,U130,2021-02-15,Expense,Rent,889.0,Bank Transfer,Chennai,Paid electricity bill,T00211,USD,False
T05070,U020,2022-03-31,Expense,Food,970.0,Card,Jaipur,Uber to office,T05070,INR,False
T07934-1,U110,2021-07-22,Expense,Rent,54.0,Cash,,Gift,T07934,INR,False
T04675,U114,2019-06-10,Income,Bonus,60588.0,Bank Transfer,mumbai,,T04675,INR,False
T10723,U154,2022-11-01,Expense,Rent,1072.0,Cash,Bengaluru,Grocery shopping,T10723,INR,False
T03679,U133,2022-06-08,Expense,Others,61.0,Bank Transfer,Kolkata,Netflix subscription,T03679,INR,False
T13492,U179,2022-11-10,Income,Other Income,68502.0,UPI,Lucknow,Salary,T13492,INR,False
T07330,U166,2019-09-14,Expense,Rent,192.0,UPI,Chennai,Course fee late,T07330,INR,False
T01459,U008,2020-02-28,Expense,Rent,1553.0,Bank Transfer,Ahmedabad,Salary,T01459,INR,False
T08519,U064,2021-10-28,Expense,Travel,,Card,Ahmedabad,Netflix subscription,T08519,,False
T14865,U030,2022-12-23,Expense,Others,132.0,Card,Lucknow,Grocery shopping late,T14865,INR,False
T00276,U096,2022-02-14,Income,Bonus,31477.0,Cash,Ahmedabad,Dinner at resto late,T00276,INR,False
T14016,U007,2020-07-27,Expense,Food,438.0,Card,Mumbai,Salary via app,T14016,INR,False
T10501,U074,2020-07-13,Expense,Rent,841.0,Cash,Kolkata,Course fee,T10501,INR,False
T04668,U191,2021-01-25,Expense,Rent,181.0,Card,pune,Netflix subscription,T04668,INR,False
T03926,U118,2020-08-30,Expense,Savings,253.0,Card,Pune,Monthly rent late,T03926,INR,False
T05303,U139,2021-09-19,Expense,Rent,327.0,UPI,,Course fee,T05303,INR,False
T12575,U081,2022-11-27,Expense,Travel,73.0,UPI,Pune,Monthly rent,T12575,INR,False
T12897,U056,2022-06-25,Expense,Utilities,781.0,Cash,Hyderabad,s2w5I0uFobe0,T12897,INR,False
T11381,U027,2022-08-26,Expense,Travel,90.0,Cash,Chennai,Grocery shopping via app,T11381,INR,False
T11480,U079,2020-05-01,Expense,Utilities,1120.0,Cash,,Grocery shopping,T11480,INR,False
T09681,U082,2021-04-17,Expense,Travel,223.0,Cash,Mumbai,Salary ,T09681,INR,False
T10509,U129,2019-05-08,Expense,Food,246.0,Cash,Jaipur,Monthly rent,T10509,INR,False
T01643,U047,2021-04-23,Expense,Utilities,223.0,,Lucknow,Grocery shopping,T01643,INR,False
T13996,U044,2019-07-31,Expense,Food,114.0,Cash,Ahmedabad,Uber to office,T13996,INR,False
T01921,U012,2019-03-03,Expense,Travel,1425.0,Cash,Mumbai,EMHxVV1izMR5nxmac,T01921,INR,True
T00452,U038,2021-06-07,Expense,Travel,,Cash,Chennai,,T00452,,False
T11098,U036,2020-07-10,Expense,Food,545.0,Card,Pune,Course fee ,T11098,INR,False
T08261,U117,2020-09-13,Expense,Rent,1872.0,UPI,Hyderabad,Paid electricity bill via app,T08261,USD,False
T03304,U130,2021-06-29,Income,Bonus,74204.0,Card,Bengaluru,Paid electricity bill,T03304,INR,False
T00763,U191,2021-12-21,Income,Bonus,24327.0,Card,Bengaluru,Gift ,T00763,INR,False
T13546,U158,2022-08-12,Expense,Food,198.0,Bank Transfer,Mumbai,Monthly rent late,T13546,INR,False
T11043,U012,2020-07-07,Expense,Food,85.0,UPI,Bengaluru,,T11043,INR,False
T06593,U151,2020-03-11,Expense,Rent,250.0,Cash,Kolkata,Uber to office ,T06593,INR,False
T11276,U025,2022-05-18,Income,Other Income,47917.0,Card,ahmedabad,Monthly rent,T11276,INR,False
T07873,U002,2020-05-25,Income,Salary,66850.0,UPI,Kolkata,Paid electricity bill,T07873,INR,False
T11908,U112,2021-12-13,Expense,Rent,497.0,,Bengaluru,Uber to office ,T11908,USD,False
T06826,U043,2022-03-08,Expense,Food,132.0,Cash,Bengaluru,Grocery shopping via app,T06826,INR,False
T02533,U110,2021-11-18,Income,Bonus,65584.0,Bank Transfer,Lucknow,Course fee,T02533,INR,False
T01285,U032,2020-05-06,Expense,Rent,538.0,Cash,Bengaluru,Salary,T01285,INR,False
T08818,U062,2022-01-05,Expense,Entertainment,167.0,Bank Transfer,Pune,Paid electricity bill,T08818,INR,False
